keys,en,ru
SONG_GROUP_NOTES_MISSING_FMT,No notes (%d),Нет (%d)
SONG_GROUP_HEADER_FMT,%d %s,%d %s
SONG_GROUP_DIFFICULTY_NONE,No rating,Без рейтинга
SONG_GROUP_PLAY_10_PLUS,10+,10+
SONG_GROUP_PLAY_UNDER_10,<10,<10
SONG_GROUP_PLAY_NEVER,Never played,Не играли
SONG_GROUP_FAVORITES,Favorites,Избранное
SONG_FAVORITE_ADD,Add to favorites,В избранное
SONG_FAVORITE_REMOVE,Remove from favorites,Убрать из избранного
SONG_COUNT,Songs: %d,Песен: %d
SONG_CLEAR_RESULTS,Clear results,Очистить результаты
SONG_FIELD_TITLE,Title: %s,Название: %s
SONG_FIELD_ARTIST,Artist: %s,Исполнитель: %s
SONG_FIELD_YEAR,Year: %s,Год: %s
SONG_FIELD_BPM,BPM: %s,BPM: %s
SONG_FIELD_DURATION,Duration: %s,Длительность: %s
SONG_FIELD_GENRE,Genre: %s,Жанр: %s
SONG_PLAY_COUNT,Played: %d times,Сыгран: %d раз
SONG_BEST_GRADE_NONE,Best grade: N/A,Лучшая оценка: Н/Д
SONG_BEST_GRADE,Best grade: %s,Лучшая оценка: %s
SONG_DIFFICULTY_PREFIX,Difficulty:,Сложность:
SONG_DIFFICULTY_BASE_PREFIX,Base difficulty:,Базовая сложность:
SONG_DIFFICULTY_MOD_PREFIX,Difficulty (mods):,Сложность (моды):
SONG_DIFFICULTY_MOD_INFLUENCE_FMT,Modifier influence: %s,Влияние модов: %s
SONG_DIFFICULTY_NONE,Difficulty: —,Сложность: —
SONG_DIFFICULTY_LIST,%d/10,%d/10
SONG_TOOLTIP_CHART_DIFFICULTY_EFFECTIVE_FMT,Total with modifiers: %s,Итого с модами: %s
SONG_TOOLTIP_CHART_DIFFICULTY_OVERFLOW_FMT,Above chart cap: +%.1f,Сверх лимита чарта: +%.1f
SONG_TOOLTIP_CHART_DIFFICULTY_NONE,Chart difficulty unavailable,Сложность чарта недоступна
SONG_TOOLTIP_CHART_DIFFICULTY_FMT,Chart difficulty: %s,Сложность чарта: %s
SONG_DENSITY_FMT,Density: %.1f notes/s,Плотность: %.1f нот/с
SONG_DENSITY_PEAK_FMT,Density: %.1f avg · %.1f peak notes/s,Плотность: %.1f сред · %.1f пик н/с
SONG_DENSITY_MOD_SUFFIX,%s (mods),%s (моды)
SONG_DENSITY_NONE,Density: —,Плотность: —
SONG_TOOLTIP_DENSITY_NOTES_FMT,Notes in chart: %d,Нот в чарте: %d
SONG_TOOLTIP_DENSITY_BREAKDOWN,Average: %.1f n/s · peak: %.1f n/s,Средняя: %.1f н/с · пик: %.1f н/с
SONG_PLAY,Play,Играть
SONG_PLAY_NEED_NOTES,Generate notes first,Сначала сгенерируйте ноты
SONG_ANALYZE_BPM,Analyze BPM,Вычислить BPM
SONG_BPM_DONE,BPM calculated,BPM вычислен
SONG_BPM_LOADING,BPM: Loading...,BPM: Загрузка...
SONG_BPM_ERROR,BPM: Error,BPM: Ошибка
SONG_ANALYZE_PROGRESS,Calculating...,Вычисление...
SONG_ANALYZE_ERROR,Calculation error,Ошибка вычисления
SONG_ANALYZE_QUEUE,Queued (%d),В очереди (%d)
SONG_BPM_CONFIRM_TITLE,BPM already computed,BPM уже вычислен
SONG_BPM_CONFIRM_RECALC,BPM for “%s” is already computed: %s.\nRecalculate?,BPM для «%s» уже вычислен: %s.\nПересчитать?
SONG_GEN_NOTES,Generate notes,Сгенерировать ноты
SONG_GEN_PROGRESS,Generating...,Генерация...
SONG_GEN_DONE,Notes generated,Ноты сгенерированы
SONG_GEN_REGEN,Regenerate notes,Перегенерировать ноты
SONG_GEN_TOOLTIP_IN_PROGRESS,Generation in progress…,Идёт генерация…
SONG_GEN_TOOLTIP_QUEUED,Queued — wait for the current task,В очереди — дождитесь текущей задачи
SONG_GEN_TOOLTIP_QUEUE_OTHER,Another mode is generating — click to queue these settings,Сейчас генерируется другой режим — нажмите чтобы поставить эти настройки в очередь
SONG_GEN_TOOLTIP_REGEN,Notes exist for these settings — click to regenerate,Ноты для этих настроек уже есть — нажмите для перегенерации
SONG_GEN_ERROR,Generation error,Ошибка генерации
SONG_GEN_NEED_BPM,Calculate BPM first,Сначала вычислите BPM
SONG_GEN_SERVICE_UNAVAILABLE,Generation service is unavailable. Restart the game.,Сервис генерации недоступен. Перезапустите игру.
SONG_GEN_NOTHING_TO_DO,No generation jobs for the current settings.,Нет задач генерации для текущих настроек.
SONG_GEN_QUEUE,Queued (%d),В очереди (%d)
SONG_GEN_CONFIRM_TITLE,Notes already exist,Ноты уже существуют
SONG_GEN_CONFIRM_ALREADY_READY,Notes for “%s” with settings “%s” are already ready.\nContinue generation?,Ноты для «%s» с настройками «%s» уже готовы.\nПродолжить генерацию?
SONG_GEN_CONFIRM_CONTINUE,Continue,Продолжить
SONG_GEN_CONFIRM_MASS_REGEN,"%s: some modes already have notes (%s), others are missing (%s).\nRegenerate existing ones too?","«%s»: для части режимов ноты уже есть (%s), для части отсутствуют (%s).\nПерегенерировать уже существующие тоже?"
SONG_GEN_CONFIRM_REGEN_ALL,Regenerate all,Перегенерировать все
SONG_DELETE,Delete,Удалить
SONG_RESULTS,Results,Результаты
SONG_SELECT_TITLE,Song library,Библиотека
SONG_SELECT_SUBTITLE,Choose a track — double-click to play. Optional run modifiers.,Выберите трек — двойной щелчок запускает уровень. Модификаторы забега по желанию.
TRACK_MEDALS_TITLE,Track medals,Медали трека
TRACK_MEDALS_HINT,Hover a medal to see how to earn it.,Наведите на медаль — условие получения ниже.
TRACK_MEDALS_COUNT_FMT,%d / %d,%d / %d
TRACK_MEDAL_first_clear_TITLE,First clear,Первое прохождение
TRACK_MEDAL_first_clear_DESC,Complete this track once.,Пройдите трек хотя бы один раз.
TRACK_MEDAL_first_clear_ABBR,1C,ПП
TRACK_MEDAL_grade_ss_TITLE,SS rank,Оценка SS
TRACK_MEDAL_grade_ss_DESC,Earn an SS grade on this track.,Получите оценку SS на этом треке.
TRACK_MEDAL_grade_ss_ABBR,SS,SS
TRACK_MEDAL_hidden_clear_TITLE,Hidden clear,Прохождение со Скрытыми
TRACK_MEDAL_hidden_clear_DESC,Clear with the Hidden (HD) modifier active.,Пройдите с модификатором Скрытые (СК).
TRACK_MEDAL_hidden_clear_ABBR,HD,СК
TRACK_MEDAL_modifier_duo_TITLE,Modifier duo,Два модификатора
TRACK_MEDAL_modifier_duo_DESC,Clear with at least two run modifiers enabled (Autoplay does not count).,Пройдите с двумя или более модификаторами (Автопилот не считается).
TRACK_MEDAL_modifier_duo_ABBR,M2,М2
TRACK_MEDAL_sudden_death_clear_TITLE,Sudden Death clear,Прохождение со Внезапной смертью
TRACK_MEDAL_sudden_death_clear_DESC,Clear with Sudden Death (SD) active — one miss fails the run.,Пройдите с Внезапной смертью (ВС): один промах = провал.
TRACK_MEDAL_sudden_death_clear_ABBR,SD,ВС
TRACK_MEDAL_hard_mode_clear_TITLE,Hard Mode clear,Усложнённый режим
TRACK_MEDAL_hard_mode_clear_DESC,Clear with at least one hardening modifier active.,Пройдите с любым модом из категории «Усложнение».
TRACK_MEDAL_hard_mode_clear_ABBR,HM,УР
TRACK_MEDAL_grinder_TITLE,Grinder,Настойчивость
TRACK_MEDAL_grinder_DESC,Clear this track three times.,Пройдите этот трек три раза.
TRACK_MEDAL_grinder_ABBR,x3,×3
TRACK_MEDAL_speed_run_TITLE,Speed Run,Быстрый забег
TRACK_MEDAL_speed_run_DESC,Clear with Double Time (DT) or Sudden (SN) active.,Пройдите с Double Time (DT) или Внезапными (ВН).
TRACK_MEDAL_speed_run_ABBR,SP,БЗ
GEN_SCREEN_TITLE,How to build a chart,Как построить чарт
GEN_SCREEN_HINT,Instrument mode and lanes for the next note generation.,"Инструмент, режим и количество линий для следующей генерации."
GEN_SCREEN_SUBTITLE,Saved defaults for every new chart you generate.,Параметры сохраняются и используются при каждой генерации
GEN_GOAL_SECTION_TITLE,Generation goal,Цель генерации
GEN_GOAL_SECTION_SUB,What matters most when building the chart.,Что важнее при построении карты
GEN_GOAL_ORIGINAL,Original,Оригинал
GEN_GOAL_ARCADE,Arcade,Аркада
GEN_GOAL_DESC_ORIGINAL,"Charts the track as-is: keeps the events the server detected in the audio, with minimal guessing or added notes.","Строит чарт как есть: сохраняет события, которые сервер нашёл в аудио, минимум додумывания и добавленных нот."
GEN_GOAL_DESC_ARCADE,"Builds a playable chart: fills gaps, aligns to the grid and shapes readable rhythm-game patterns.","Строит играбельный чарт: достраивает пропуски, выравнивает по сетке и делает читаемые ритм-паттерны."
GEN_DIFF_SECTION_TITLE,Chart difficulty,Сложность карты
GEN_DIFF_SECTION_SUB,Arcade only — how dense the chart should be. Original has a single documentary chart.,Только для Аркады — насколько плотной будет карта. У Оригинала одна документальная карта.
GEN_DIFF_RELAXED,Easy,Лёгкая
GEN_DIFF_STANDARD,Medium,Средняя
GEN_DIFF_DENSE,Hard,Сложная
GEN_DIFF_ORIGINAL_RELAXED,Backbone,Костяк
GEN_DIFF_ORIGINAL_STANDARD,As in original,Как в оригинале
GEN_DIFF_ORIGINAL_DENSE,As in audio,Как в аудио
GEN_DIFF_ORIGINAL_SINGLE,As in original,Как в оригинале
GEN_GOAL_DIFF_BLURB_ORIGINAL_RELAXED,Root line only — long notes and strong beats.,Только костяк линии — длинные ноты и сильные доли.
GEN_GOAL_DIFF_BLURB_ORIGINAL_STANDARD,Single documentary chart from what the server heard — no Easy/Med/Hard tiers.,Одна документальная карта по тому что услышал сервер — без лёгкой/средней/сложной.
GEN_GOAL_DIFF_BLURB_ORIGINAL_DENSE,Nearly everything the pitch track found.,Почти всё что нашёл pitch-трек.
GEN_GOAL_DIFF_BLURB_ARCADE_RELAXED,Simple patterns without overload.,Простые паттерны без перегруза.
GEN_GOAL_DIFF_BLURB_ARCADE_STANDARD,Rhythm-game feel: patterns groove and readability.,Ритм-игра: паттерны грув и читаемость.
GEN_GOAL_DIFF_BLURB_ARCADE_DENSE,Maximum gap-fill and density.,Максимум достройки и плотности.
GEN_PREVIEW_TITLE,Generation summary,Сводка генерации
GEN_PREVIEW_HERO_FMT,%s · %s · %d lanes,%s · %s · %d линии
GEN_PREVIEW_HERO_ORIGINAL_FMT,%s · %d lanes,%s · %d линии
GEN_PREVIEW_TUNING_DEFAULT,Default parameters for this style,Стандартные параметры для этого стиля
GEN_PREVIEW_TUNING_CUSTOM,Custom fine-tuning active,Активна тонкая подстройка
GEN_PREVIEW_TUNING_PRESET,Active preset «%s»,Активен пресет «%s»
GEN_TRACK_STATUS_TITLE,For the current track,Для текущего трека
GEN_INST_SECTION_SUB,What to generate,Что генерировать
GEN_INST_DRUMS_DESC,Rhythm built on precise percussion hits.,"Ритм, построенный на точных ударах ударных."
GEN_INST_FULLMIX_DESC,All instruments at once.,Все инструменты сразу
GEN_INST_BASS_DESC,Smooth grooves with sustained notes and slides.,"Плавные басовые линии с удержаниями и слайдами."
GEN_BETA,Beta,Бета
GEN_INST_GUITAR_DESC,Guitar part chart.,Партия гитары
GEN_INST_KEYS_DESC,Keyboard part chart.,Партия клавишных
GEN_INST_VOCALS_DESC,Vocal melody chart.,Вокальная мелодия
GEN_INST_BADGE_MAIN,Available,Доступно
GEN_SOON,Soon,Скоро
GEN_INST_BASS,Bass,Бас
GEN_INST_GUITAR,Guitar,Гитара
GEN_INST_KEYS,Keys,Клавиши
GEN_INST_VOCALS,Vocals,Вокал
GEN_MODE_SECTION_TITLE,Chart difficulty,Сложность карты
GEN_MODE_SECTION_SUB,Choose the overall chart character.,Выберите общий характер карты
GEN_INTENT_SECTION_TITLE,Chart style,Стиль карты
GEN_INTENT_SECTION_SUB,Base generation policy for the chart.,Базовая политика генерации карты
GEN_INTENT_ORIGINAL,Original,Оригинал
GEN_INTENT_GROOVE,Pulse,Пульс
GEN_INTENT_ARCADE,Arcade,Аркада
GEN_INTENT_SPARSE,Minimal,Минимум
GEN_INTENT_DESC_ORIGINAL,Timings closer to the track — minimal guessing.,Времена ближе к треку — минимум додумывания
GEN_INTENT_DESC_GROOVE,Steady pulse — gaps filled from nearby bars.,Ровный пульс — пропуски достраиваются по соседним тактам
GEN_INTENT_DESC_ARCADE,Rhythm-game patterns and readability — coming soon.,Ритм-игра: паттерны и читаемость — скоро
GEN_INTENT_DESC_SPARSE,Few notes — kick/snare skeleton.,Мало нот — каркас kick/snare
GEN_INTENT_TUNED_BADGE,Tuned,Настроено
GEN_INTENT_TUNED_TOOLTIP,Advanced parameters differ from this style's defaults.,Расширенные параметры отличаются от дефолта стиля
GEN_INTENT_PRESET_ACTIVE_TOOLTIP,Active preset «%s» — parameters from the saved slot.,Активен пресет «%s» — параметры из сохранённого слота
GEN_RESET_STYLE,Reset style to defaults,Сбросить стиль
GEN_RESET_STYLE_TOOLTIP,"Restore default parameters for the selected style. Clears the active preset slot.","Вернуть стандартные параметры выбранного стиля. Снимает активный пресет."
GEN_CLEAR_ACTIVE_PRESET,Clear active preset,Снять пресет
GEN_CLEAR_ACTIVE_PRESET_TOOLTIP,"Stop using the saved preset and keep the current style parameters.","Отключить сохранённый пресет, оставив текущие параметры стиля."
GEN_LANES_SECTION_SUB,Playfield width.,Ширина игрового поля
GEN_LANES_BTN_FMT,%d lanes,%d линии
GEN_ADVANCED_SECTION_TITLE,Additional settings,Дополнительные настройки
GEN_ADVANCED_SECTION_SUB,Fine-tune the generation algorithm.,Тонкая настройка алгоритма генерации
GEN_ADVANCED_BASS_HINT,For bass: stem separation only. Goal and difficulty define the chart.,"Для баса доступно только разделение на стемы — цель и сложность задают карту."
GEN_ADVANCED_TOGGLE_COLLAPSED,Show advanced parameters,Показать расширенные параметры
GEN_ADVANCED_TOGGLE_EXPANDED,Hide advanced parameters,Скрыть расширенные параметры
GEN_RESET_SETTINGS,Reset settings,Сбросить настройки
GEN_CONFIRM_APPLY,Confirm,Подтвердить
SONG_STATUS_READY,Ready,Готово
SONG_STATUS_NO_NOTES,No notes,Нет нот
SONG_GEN_STATUS_DONE,Notes generated,Ноты сгенерированы
SONG_GEN_STATUS_ERROR,Error: %s,Ошибка: %s
MISC_SERVER_AUTO,Automatic (this computer),Автоматически (этот компьютер)
MISC_SERVER_MANUAL,Manual (this computer),Вручную (этот компьютер)
MISC_GEN_SERVER_SECTION,Generation server,Сервер генерации
MISC_GEN_PARAMS_SECTION,Parameters,Параметры
MISC_UPDATES_SECTION,Updates,Обновления
MISC_DEBUG_SECTION,Debug,Отладка
MISC_SONGS_FOLDER_SECTION,Song folder,Папка песен
MISC_NOTES_FOLDER_SECTION,Notes folder,Папка нот
MISC_LIBRARY_OPTIONS_SECTION,Display options,Отображение
MISC_DATA_TOOLS_SECTION,Maintenance tools,Инструменты
MISC_DANGER_ACTIONS_SECTION,Destructive actions,Действия
GEN_WORKER_START_FAILED,Could not start the generation worker.,Не удалось запустить фоновый сервис генерации.
GEN_WORKER_TIMEOUT,Generation worker did not respond in time.,Сервис генерации не ответил вовремя.
GEN_WORKER_NOT_CONFIGURED,Generation worker is not configured. See worker/server_root.path.,Сервис генерации не настроен. См. worker/server_root.path.
GEN_WORKER_MANUAL_REQUIRED,Generation server is not running. Start RhythmFallServer or switch to automatic mode.,Сервер генерации не запущен. Запустите RhythmFallServer или включите автоматический режим.
GEN_WORKER_STARTING,Starting local worker...,Запускаем локальный worker...
GEN_API_CONNECTING,Connecting to server...,Подключение к серверу...
GEN_API_CONNECTED,Connection established,Соединение установлено
GEN_API_OPENING_FILE,Opening file,Открытие файла
GEN_API_BUILDING_REQUEST,Building request,Формирование запроса
GEN_API_SENDING_DATA,Sending data,Отправка данных
GEN_API_SENDING_REQUEST,Sending request,Отправка запроса
GEN_API_RECEIVING_RESPONSE,Receiving response,Получение ответа
GEN_API_PROCESSING_RESPONSE,Processing response,Обработка ответа
GEN_API_FETCHING_RESULT,Fetching result from server,Получение результата с сервера
GEN_API_MANUAL_ID_REQUIRED,Manual track identification required,Требуется ручная идентификация трека
GEN_API_TRACK_IDENTIFY,Identifying track...,Идентификация трека...
GEN_API_DETECTING_GENRES,Detecting genres...,Определение жанров...
GEN_API_SPLITTING_STEMS,Splitting stems...,Разделение на стемы...
GEN_API_DRUM_DETECTION,Detecting drums...,Детекция ударных...
GEN_API_BASS_LINE_ANALYSIS,Analyzing bass line...,Анализ басовой линии...
GEN_API_BASS_CHART_BUILD,Building bass chart...,Сборка бас-чарта...
GEN_API_SAVING_NOTES,Saving notes...,Сохранение нот...
GEN_API_BUILDING_RESPONSE,Building response...,Формирование ответа...
GEN_NOTIF_BPM_FOR,Computing BPM for %s (1/%d),Вычисление BPM для %s (1/%d)
GEN_NOTIF_BPM_DONE,BPM computed: %d for %s,BPM вычислен: %d для %s
GEN_NOTIF_BPM_CANCELLED,BPM computation cancelled,Вычисление BPM отменено
GEN_NOTIF_BPM_ERROR,BPM computation error: %s,Ошибка вычисления BPM: %s
GEN_NOTIF_NOTES_FOR,Generating notes for %s (1/%d)%s,Генерация нот для %s (1/%d)%s
GEN_NOTIF_NOTES_DONE,%s: Generation complete%s,%s: Генерация завершена%s
GEN_NOTIF_NOTES_CANCELLED,Generation cancelled,Генерация отменена
GEN_NOTIF_NOTES_ERROR,%s: Error %s%s,%s: Ошибка %s%s
GEN_WAIT_NOTES_BUSY,Waiting for note generation…,Ожидание генерации нот…
GEN_WAIT_BPM_BUSY,Waiting for BPM analysis…,Ожидание расчёта BPM…
GEN_QUEUE_BPM,BPM queue: %d,Очередь BPM: %d
GEN_QUEUE_NOTES,Generation queue: %d,Очередь генерации: %d
GEN_QUEUE_DIALOG_TITLE,Generation queue,Очередь генерации
GEN_QUEUE_DIALOG_SUMMARY_FMT,%d active · %d waiting,%d активна · %d ожидают
GEN_QUEUE_ROW_BPM,BPM analysis,Вычисление BPM
GEN_QUEUE_ROW_SETTINGS_FMT,%s • %s,%s • %s
GEN_QUEUE_BLOCKED_BPM,Waiting for BPM to finish,Ожидает завершения BPM
GEN_QUEUE_BLOCKED_NOTES,Waiting for previous generation,Ожидает предыдущую генерацию
GEN_QUEUE_BLOCKED_DELAY,Starting soon…,Скоро начнётся…
GEN_QUEUE_ALREADY,Already in queue,Уже в очереди
GEN_QUEUE_EMPTY,Queue is empty,Очередь пуста
GEN_QUEUE_NEXT_IN_FMT,Next task in ~%d sec,Следующая задача через ~%d с
GEN_QUEUE_CLICK_HINT,Click the status notification to open this panel.,Нажмите на уведомление в углу чтобы открыть панель.
GEN_QUEUE_BTN_CLOSE,Close,Закрыть
GEN_QUEUE_BTN_CLEAR,Clear queue,Очистить очередь
GEN_QUEUE_BTN_CLEAR_TOOLTIP,"Cancel the active task and remove all pending jobs from the queue.","Отменить текущую задачу и убрать все ожидающие из очереди."
GEN_QUEUE_OPEN_HINT,Click to open the queue,"Нажмите, чтобы открыть очередь"
GEN_QUEUE_GROUP_COUNT_FMT,(%d tasks),(%d задач)
GEN_QUEUE_PROMOTE,Run next,Выполнить следующей
GEN_QUEUE_DEMOTE,Move down in queue,Опустить в очереди
GEN_QUEUE_HISTORY_TITLE,Recent,Недавно
GEN_QUEUE_HISTORY_EMPTY,No recent tasks yet,Недавних задач пока нет
GEN_QUEUE_SONG_MODES_TITLE,Charts by mode,Чарты по режимам
GEN_QUEUE_SONG_MODES_HINT,Click a track row to see chart status by mode.,Нажмите на строку трека чтобы увидеть статус чартов по режимам.
GEN_QUEUE_HISTORY_DONE,done,готово
GEN_QUEUE_HISTORY_ERROR,failed,ошибка
GEN_QUEUE_HISTORY_CANCELLED,cancelled,отменено
GEN_QUEUE_OFFLINE_BANNER,Server unavailable — queue paused. %s,Сервер недоступен — очередь на паузе. %s
GEN_QUEUE_OFFLINE_RETRY,Retry,Повторить
GEN_QUEUE_ETA_FMT,≈ %d min remaining,≈ %d мин осталось
GEN_QUEUE_EXIT_TITLE,Generation queue is active,Очередь генерации активна
GEN_QUEUE_EXIT_MSG,"Generation is still running. Cancel to keep working, or clear the queue and quit.","Генерация ещё идёт. Отмена — продолжить работу; «Очистить очередь и выйти» — остановить и закрыть игру."
GEN_QUEUE_EXIT_CLEAR_AND_QUIT,Clear queue and quit,Очистить очередь и выйти
GEN_BULK_QUEUE_MENU,Queue all,В очередь
GEN_BULK_SETTINGS_SECTION,Mass queue,Массовая очередь
GEN_BULK_SETTINGS_HINT,"Queues the entire library — the selected track does not matter. Notes follow Chart readiness above (instruments × goals × difficulties).","Ставит в очередь всю библиотеку — какой трек выбран, не важно. Ноты — по «Готовности чартов» выше (инструменты × цели × сложности)."
GEN_BULK_QUEUE_BPM_ALL,BPM for all library tracks,BPM для всех треков
GEN_BULK_QUEUE_NOTES_ALL,Generate notes for all library tracks,Генерация нот для всех треков
GEN_BULK_QUEUE_CONFIRM,Add to queue,Поставить в очередь
GEN_BULK_QUEUE_BPM_CONFIRM,Queue BPM analysis for %d tracks?,Поставить в очередь вычисление BPM для %d треков?
GEN_BULK_QUEUE_NOTES_CONFIRM,Queue note generation for all %d tracks (per Chart readiness above)?,Поставить в очередь генерацию нот для всех %d треков (по «Готовности чартов» выше)?
GEN_BULK_QUEUE_BPM_DONE_FMT,Queued BPM: %d · skipped %d · total %d,В очереди BPM: %d · пропущено %d · всего %d
GEN_BULK_QUEUE_NOTES_DONE_FMT,Queued notes: %d · skipped %d · jobs %d · no BPM %d,В очереди нот: %d · пропущено %d · задач %d · без BPM %d
GEN_BULK_QUEUE_BPM_NONE,No tracks need BPM (disable “regenerate everything” to include existing),Нет треков без BPM (выключите «перегенерировать всё» чтобы включить существующие)
GEN_BULK_QUEUE_NOTES_NONE,No note jobs to queue (check scope / force regen setting),Нет задач для очереди (проверьте scope / настройку перегенерации)
GEN_STATUS_NETWORK_WAIT,Connecting to generation server…,Подключение к серверу генерации…
NOTIF_CANCEL,(Space) Cancel,(Пробел) Отмена
NOTIF_RETRY,Retry,Повторить
SONG_DELETE_TITLE,Delete track,Удалить трек
SONG_DELETE_CONFIRM,"Delete «%s» from the library?\n\nThe file on disk, generated notes, and result history will be removed. This cannot be undone.","Удалить «%s» из библиотеки?\n\nБудет удалён файл с диска, сгенерированные ноты и история результатов. Действие необратимо."
SONG_DELETE_BUILTIN,Built-in tracks from the game package cannot be deleted.,Встроенные треки из комплекта игры удалить нельзя.
SONG_DELETE_FAIL,Could not delete the track file.,Не удалось удалить файл трека.
SONG_DELETE_NOTICE_TITLE,Deletion,Удаление
SONG_DUPLICATE_MSG,"This track is already in the library: «%s».\n\nUse the existing entry — do not add a duplicate.","Этот трек уже есть в библиотеке: «%s».\n\nИспользуйте существующую запись — не добавляйте дубликат."
SONG_TOOLTIP_EDIT,Double-click to edit,Двойной клик — редактировать
SONG_TOOLTIP_BUILTIN_DELETE,Built-in tracks cannot be deleted,Встроенные треки из комплекта игры удалить нельзя
GEN_INST_DRUMS,Percussion,Перкуссия
GEN_INST_FULLMIX,Full mix,Общий микс
GEN_MODE_MINIMAL,Minimal,Минимал
GEN_MODE_BASIC,Basic,Базовый
GEN_MODE_ENHANCED,Enhanced,Усложнённый
GEN_MODE_NATURAL,Natural,Натуральный
GEN_MODE_CUSTOM,Custom,Пользовательский
GEN_PRESET_CARD_NONE,No preset selected,Пресет не выбран
GEN_MODE_DESC_MINIMAL,Fewer notes — easier to read and play.,Меньше нот — проще читать и играть
GEN_MODE_DESC_BASIC,Balanced chart. Good default for most tracks.,Сбалансированная карта. Хороший выбор по умолчанию
GEN_MODE_DESC_ENHANCED,Dense chart with more notes to hit.,Плотная карта с большим числом нот
GEN_MODE_DESC_NATURAL,Follows the track closely with little smoothing.,Ближе к оригиналу трека без лишней подгонки
GEN_MODE_DESC_CUSTOM,Manual tuning via sliders below.,Ручная настройка слайдерами ниже
GEN_SMART_RECOMMENDED,Recommended,Рекомендуемо
GEN_SMART_HINT_FMT,For this track: %s — %s,Для этого трека: %s — %s
GEN_SMART_REASON_DEFAULT,Good default for most tracks.,Универсальный выбор для большинства треков.
GEN_SMART_REASON_METAL_FAST,Fast metal — stable grid without fill spam.,Быстрый метал — стабильная сетка без лишних fill.
GEN_SMART_REASON_METAL,Metal — balanced density and section protection.,Метал — сбалансированная плотность и защита тихих тактов.
GEN_SMART_REASON_ROCK_FAST,Fast rock — stable grid without fill spam.,Быстрый рок — стабильная сетка без лишних fill.
GEN_SMART_REASON_ROCK,Rock — balanced density and section protection.,Рок — сбалансированная плотность и защита тихих тактов.
GEN_SMART_REASON_CHILL,Calm groove — fewer stray hits.,Спокойный грув — меньше лишних ударов.
GEN_SMART_REASON_EDM,EDM tempo — balanced chart.,Темп EDM — сбалансированная карта.
GEN_SMART_REASON_DENSE_ELECTRONIC,Dense electronic mix — controlled hat density.,Плотный электронный микс — контроль хэтов.
GEN_SMART_REASON_SLOW_AMBIENT,Slow track — closer to natural rhythm.,Медленный трек — ближе к естественному ритму.
GEN_SMART_REASON_WEAK_DRUMS,Weak drums in last chart — Basic is safer.,Слабые ударные в прошлой карте — Базовый надёжнее.
GEN_SMART_REASON_QUIET_SECTIONS,Many quiet-drum sections (%d) — Basic handles breakdowns better.,Много тактов без ударных (%d) — Базовый лучше для брейкдаунов.
GEN_SMART_WARN_ENHANCED_CHILL,Enhanced often adds extra hats on calm tracks.,Усложнённый часто добавляет лишние хэты на спокойных треках.
GEN_SMART_WARN_ENHANCED_METAL,Enhanced can blur blast beats — Basic is steadier here.,Усложнённый может «размазать» бласт-биты — здесь стабильнее Базовый.
GEN_SMART_WARN_ORIGINAL_DENSE,Original may miss fast patterns on this track.,Оригинал может пропустить быстрые паттерны на этом треке.
GEN_SMART_WARN_MINIMAL_BUSY,Minimal may be too sparse for this groove.,Минимал может быть слишком разреженным для этого грува.
GEN_SMART_TRACK_PERCUSSION,Weak drums in last chart — see Rhythm DNA.,Слабые ударные в прошлой карте — см. Rhythm DNA.
GEN_FILL_TOOLTIP,"Adds notes in quiet spots between the main hits.","Добавляет ноты в «пустые» места между основными ударами."
GEN_GROOVE_TOOLTIP,"How lively and varied the rhythm feels.","Насколько живой и разнообразный получается ритм."
GEN_DENSITY_TOOLTIP,"How many notes overall — from few to many.","Сколько всего нот — от «мало» до «много»."
GEN_GRID_SNAP_TOOLTIP,"How evenly notes line up with the beat. Lower = freer, higher = steadier.","Насколько ровно ноты ложатся в такт. Меньше — свободнее, больше — ровнее."
GEN_GENRE_TEMPLATE_TOOLTIP,"How much the song's style (rock, pop, etc.) shapes the chart.","Насколько стиль песни (рок, поп и т.д.) влияет на карту."
GEN_ACCENT_STRONG_TOOLTIP,"Make notes on the main beats stand out more.","Сильнее выделять ноты на главных ударах в такте."
GEN_ENABLE_GENRE_TOOLTIP,"Guess the song's genre so the chart fits better.","Угадывать жанр песни, чтобы карта лучше подходила."
GEN_ENABLE_STEMS_TOOLTIP,"Listen to drums separately for better results (takes a bit longer).","Отдельно слушать ударные в треке — точнее, но чуть дольше."
GEN_INCLUDE_HI_HATS,Include hi-hats,Включать тарелки
GEN_INCLUDE_HI_HATS_TOOLTIP,"Add hi-hat hits from the drum detector to the chart. Off for a kick/snare-only map; on trap and electronic tracks may add extra notes.","Добавлять удары тарелок из детектора в карту. Выкл. — только kick/snare; на trap и электронике может добавить лишние ноты."
GEN_CRITIC_STRENGTH,Noise cleanup,Чистка шума
GEN_CRITIC_STRENGTH_TOOLTIP,"How aggressively quiet or stray hits are removed (section pass). Higher = fewer notes, cleaner chart.","Насколько агрессивно убираются тихие и лишние удары (section pass). Выше — меньше нот, чище карта."
GEN_GROOVE_COMPLETION,Fill gaps,Достраивать пропуски
GEN_GROOVE_COMPLETION_TOOLTIP,"Add missing hits when the same beat position repeats in nearby bars. Pulse style only.","Добавлять пропущенные удары, если та же доля повторяется в соседних тактах. Только для стиля «Пульс»."
