keys,en,ru
HELP_modifier_presets_CONTENT,"[flow linear]\nlist-checks.svg|primary|Set up mods in Modifiers\ndatabase.svg|teal|Save into one of 10 slots\ndisc-3.svg|purple|Load on another track\ncircle-play.svg|play|Play with the same set\n[/flow]\n\nThe [color=#{primary}]Presets[/color] button in the [color=#{mint}]Modifiers[/color] screen header opens 10 named slots for run-modifier sets — separate from generation presets.\n· A slot stores the active mods and their parameters (HT/DT speed, EZ/ST windows, starting HP for Half HP, Combo Escalation settings, and more).\n· [color=#{teal}]Load[/color] applies the set right away: the screen switches to Overview and expands the active-mod summary; double-clicking a slot row does the same.\n· The [color=#{cat_lvl}]Mine[/color] and [color=#{cat_ach}]Favorites[/color] tabs filter the list; a star on a slot marks it as a favorite.\n· Saving and loading automatically sanitize incompatible mod combos and out-of-range parameters.\n\n[callout info]This is a separate system from generation presets: those decide which chart you play, while these decide how you play — the run's rules.[/callout]","[flow linear]\nlist-checks.svg|primary|Настроить моды в «Модификаторы»\ndatabase.svg|teal|Сохранить в один из 10 слотов\ndisc-3.svg|purple|Загрузить на другом треке\ncircle-play.svg|play|Играть с тем же набором\n[/flow]\n\nКнопка [color=#{primary}]«Пресеты»[/color] в заголовке экрана [color=#{mint}]«Модификаторы»[/color] открывает 10 именованных слотов для набора модификаторов забега — отдельно от пресетов генерации.\n· В слот сохраняются активные моды и их параметры (скорость HT/DT, окна EZ/ST, старт HP при «Half HP», настройки Combo Escalation и другие).\n· [color=#{teal}]Загрузить[/color] применяет набор сразу: экран переключается на «Обзор» и разворачивает сводку активных модов; двойной клик по строке слота делает то же самое.\n· Вкладки [color=#{cat_lvl}]«Мои»[/color] и [color=#{cat_ach}]«Избранное»[/color] фильтруют список; звезда на слоте отмечает избранное.\n· При сохранении и загрузке несовместимые сочетания модов и параметры автоматически приводятся к допустимым значениям.\n\n[callout info]Это отдельная система от пресетов генерации: те привязаны к чарту — какие ноты играть, а эти — к правилам забега: как играть.[/callout]"
HELP_health_bar_TITLE,Health bar and defeat,Полоска HP и поражение
HELP_health_bar_SUMMARY,In short: misses drain HP; at 0 you fail (unless No Fail / Last Chance).,Коротко: промахи снимают HP; при 0 — поражение (если нет No Fail / Last Chance).
HELP_health_bar_CONTENT,"[showcase health_bar]\n\nDuring a song, a [color=#{danger}]health bar[/color] appears to the right of the playfield. Misses drain it; good hits restore a little. At 0 HP you fail the run unless [color=#{mint}]No Fail[/color] is active. The defeat screen lets you retry with the same modifiers.",[showcase health_bar]\n\nВо время песни [color=#{danger}]полоска здоровья[/color] отображается справа от игрового поля. Промахи её уменьшают; удачные попадания немного восстанавливают. При 0 HP забег заканчивается поражением (если не включён модификатор [color=#{mint}]«Без провала»[/color]). На экране поражения можно повторить уровень с теми же модификаторами.
HELP_chart_medals_TITLE,Chart difficulty and track medals,Сложность чарта и медали за трек
HELP_chart_medals_CONTENT,"[showcase chart_difficulty base=7.3 mods=11.2]\n\nAfter generation, the game rates [color=#{primary}]chart difficulty[/color] (scale 1–10) from note density and chord load. The value is often [color=#{teal}]non-integer[/color] — e.g. [color=#{mint}]7.3/10[/color]: the eighth bolt is partially filled. Shown in song details, on victory, and in profile (⚡ icons tinted by tier).\n\nWith [color=#{purple}]run modifiers[/color] active, you see [color=#{pink}]effective difficulty including mods[/color] — it can [color=#{danger}]exceed 10[/color] (e.g. [color=#{danger}]11.2/10[/color]): all ten bolts light up and overflow appears as «+1.2». On the song card, base difficulty and modifier influence are shown separately.\n\nEach track has up to [color=#{teal}]8 medals[/color]: [color=#{teal}]FC[/color] first clear, [color=#{teal}]SS[/color], [color=#{teal}]NC[/color] no combo, [color=#{teal}]M2[/color] min. 2 modifiers, [color=#{teal}]HC[/color] all hardening, [color=#{teal}]HR[/color] with hardening, [color=#{teal}]×3[/color] combo ×3, [color=#{teal}]CZ[/color] clean (no mods). Medals appear in the song list and profile.\n\n[callout tip]A perfect SS clear earns at most two medals at once (first clear + SS); other medals need separate runs with the right modifiers.[/callout]\n\n[callout info]Some [color=#{primary}]shop[/color] rewards unlock at a [color=#{teal}]collected medal[/color] threshold — medals are not spent.[/callout]","[showcase chart_difficulty base=7.3 mods=11.2]\n\nПосле генерации игра оценивает [color=#{primary}]сложность чарта[/color] (шкала 1–10) по плотности нот и доле аккордов. Значение часто [color=#{teal}]нецелое[/color] — например [color=#{mint}]7,3/10[/color]: восьмая молния заполнена частично. Оно видно в деталях трека, на экране победы и в профиле — иконки ⚡ окрашены по уровню.\n\nЕсли перед забегом включены [color=#{purple}]модификаторы[/color], показывается [color=#{pink}]итоговая сложность с их учётом[/color] — она может [color=#{danger}]превышать 10[/color] (например [color=#{danger}]11,2/10[/color]): все десять молний горят, а сверх лимита чарта отображается «+1,2». В карточке трека базовая сложность и влияние модов показаны отдельно.\n\nЗа каждый трек можно заработать до [color=#{teal}]8 медалей[/color]: [color=#{teal}]ПП[/color] — первое прохождение, [color=#{teal}]SS[/color], [color=#{teal}]СК[/color] без комбо, [color=#{teal}]М2[/color] минимум 2 модификатора, [color=#{teal}]ВС[/color] все усложняющие, [color=#{teal}]УР[/color] с усложнением, [color=#{teal}]×3[/color] комбо ×3, [color=#{teal}]БЗ[/color] без модов. Медали отображаются в списке песен и в профиле.\n\n[callout tip]На одном идеальном SS-прохождении можно получить максимум две медали (первое прохождение + SS); остальные требуют отдельных забегов с нужными модификаторами.[/callout]\n\n[callout info]Часть наград в [color=#{primary}]магазине[/color] открывается при наборе порога по [color=#{teal}]собранным медалям[/color] — медали не тратятся.[/callout]"
HELP_profile_tabs_TITLE,What are the profile tabs?,Что за вкладки в профиле?
HELP_profile_tabs_CONTENT,"[showcase profile_tabs]

[color=#{purple}]Profile[/color] has four tabs:
· [color=#{sky}]Overview[/color] — KPI, medals, genres, achievements.
· [color=#{primary}]Statistics[/color] — overall stats, grades, **chart**; [color=#{teal}]By instrument[/color] opens percussion and bass details.
· [color=#{mint}]Genres[/color] — mastery per collection.
· [color=#{teal}]Records[/color] — RR, milestones, modifiers.
Your last tab is remembered.","[showcase profile_tabs]

В [color=#{purple}]профиле[/color] четыре вкладки:
· [color=#{sky}]Обзор[/color] — KPI, медали, жанры, достижения.
· [color=#{primary}]Статистика[/color] — общие цифры, оценки, **график**; кнопка [color=#{teal}]«По инструментам»[/color] открывает детали перкуссии и баса.
· [color=#{mint}]Жанры[/color] — мастерство по коллекциям.
· [color=#{teal}]Рекорды[/color] — RR, вехи, модификаторы.

Последняя вкладка запоминается."
HELP_profile_share_TITLE,How do I share my profile stats?,Как поделиться статистикой профиля?
HELP_profile_share_SUMMARY,In short: the Export button on your profile saves stat cards as PNGs to share.,Коротко: кнопка «Экспорт» в профиле сохраняет карточки статистики в PNG для соцсетей.
HELP_profile_share_CONTENT,"[flow linear]\nlayout-dashboard.svg|purple|Overview\nchart-column.svg|sky|Statistics\nmusic.svg|mint|Music profile\ntrophy.svg|cat_ach|Achievements & records\n[/flow]\n\nOn the [color=#{purple}]Profile[/color], the [color=#{primary}]Export[/color] button opens a window with four poster-style cards (year-in-review style): [color=#{purple}]Overview[/color], [color=#{sky}]Statistics[/color], [color=#{mint}]Music profile[/color], and [color=#{cat_ach}]Achievements & records[/color].\n· Keys [color=#{muted}]1[/color]–[color=#{muted}]4[/color] or a click select a card to preview.\n· [b]Enter[/b] saves the selected card as a PNG; [b]Shift+Enter[/b] saves all four at once into a chosen folder.\n· Each card is built from profile stats: level and XP, accuracy and hits, favorite genres and collection mastery, best grades, streaks, and records.\n\n[callout info]The export is fully local: PNG files are written to disk and the game never uploads them — files can be shared manually (Discord, social media, and so on).[/callout]","[flow linear]\nlayout-dashboard.svg|purple|Обзор\nchart-column.svg|sky|Статистика\nmusic.svg|mint|Музыкальный профиль\ntrophy.svg|cat_ach|Достижения и рекорды\n[/flow]\n\nВ [color=#{purple}]Профиле[/color] кнопка [color=#{primary}]«Экспорт»[/color] открывает окно с четырьмя карточками-постерами (в стиле годового отчёта): [color=#{purple}]Обзор[/color], [color=#{sky}]Статистика[/color], [color=#{mint}]Музыкальный профиль[/color] и [color=#{cat_ach}]Достижения и рекорды[/color].\n· Клавиши [color=#{muted}]1[/color]–[color=#{muted}]4[/color] или клик выбирают карточку для предпросмотра.\n· [b]Enter[/b] сохраняет выбранную карточку в PNG; [b]Shift+Enter[/b] сохраняет все четыре сразу в выбранную папку.\n· Каждая карточка собирается из статистики профиля: уровень и XP, точность и попадания, любимые жанры и мастерство коллекции, лучшие оценки, серии и рекорды.\n\n[callout info]Экспорт полностью локальный: PNG сохраняются на диск, игра никуда их не отправляет — файл можно отправить вручную (Discord, соцсети и так далее).[/callout]"
HELP_rhythm_rating_TITLE,What is Rhythm Rating (RR)?,Что такое Rhythm Rating (RR)?
HELP_rhythm_rating_CONTENT,"[showcase rhythm_rating]\n\n[color=#{primary}]Rhythm Rating[/color] scores each chart configuration (song + instrument + mode + lanes + modifiers) from accuracy, [color=#{sky}]chart difficulty[/color], grade, full combo, and active modifiers.\nOnly your [color=#{teal}]best RR per config[/color] is saved. [color=#{purple}]Total RR[/color] on the profile is the sum of those bests across all configs.\nBest RR for the current chart is shown in song details. Autoplay runs do not save RR.\n\n[callout info]RR is earned from [color=#{teal}]Library[/color] clears (and Marathon improvements). [color=#{purple}]Endless[/color] does not award RR — it tracks streak, accuracy, and XP/coin rewards.[/callout]","[showcase rhythm_rating]\n\n[color=#{primary}]Rhythm Rating[/color] оценивает каждую конфигурацию чарта (трек + инструмент + режим + линии + модификаторы) по точности, [color=#{sky}]сложности чарта[/color], оценке, full combo и активным модификаторам.\nСохраняется только [color=#{teal}]лучший RR на конфиг[/color]. [color=#{purple}]«Всего RR»[/color] в профиле — сумма лучших значений по всем конфигам.\nЛучший RR для текущего чарта виден в деталях трека. Забеги с автопилотом RR не сохраняют.\n\n[callout info]RR начисляется за прохождения в [color=#{teal}]библиотеке[/color] (и за улучшения в [color=#{primary}]марафоне[/color]). Режим [color=#{purple}]«Бесконечный»[/color] RR не даёт — там считаются серия, точность и награды XP/монеты.[/callout]"
HELP_genre_mastery_TITLE,How does genre mastery work?,Как работает мастерство жанров?
HELP_genre_mastery_CONTENT,"[showcase genre_mastery]

In [color=#{purple}]Profile → Genres[/color], styles are grouped into [color=#{primary}]15 collections[/color]. Each has a [color=#{teal}]mastery level[/color]:
· first clear in a style = [color=#{mint}]level 1[/color];
· each next level needs about [color=#{sky}]+5 clears[/color] in that collection (max [color=#{pink}]20[/color]).

The [color=#{slate}]“X / Y genres”[/color] counter is how many [color=#{teal}]subgenres[/color] from the collection catalog have at least one clear. Card color follows mastery level.

[callout info]With no clears in a style, the card stays [color=#{muted}]locked[/color] — progress starts after the first clear of a track in that genre.[/callout]","[showcase genre_mastery]

В [color=#{purple}]Профиль → Жанры[/color] стили сгруппированы в [color=#{primary}]15 коллекций[/color]. У каждой — [color=#{teal}]уровень мастерства[/color]:
· первое прохождение трека в стиле = [color=#{mint}]уровень 1[/color];
· каждый следующий уровень — ещё [color=#{sky}]+5 прохождений[/color] в этой коллекции (максимум [color=#{pink}]20[/color]).

Счётчик [color=#{slate}]«X / Y жанров»[/color] на карточке — число [color=#{teal}]поджанров[/color] из каталога коллекции, для которых есть хотя бы одно прохождение. Цвет карточки зависит от уровня.

[callout info]Без прохождений в стиле карточка [color=#{muted}]закрыта[/color] — прогресс начинается после первого клира трека этого жанра.[/callout]"
HELP_keyboard_nav_TITLE,Keyboard shortcuts in menus,Горячие клавиши в меню
HELP_keyboard_nav_CONTENT,"[showcase keyboard_nav]

Keyboard shortcuts (QWERTY; digits work on any layout):
· [color=#{sky}]Song library[/color] — double-click = play.
· [color=#{primary}]Generation settings[/color] — [color=#{muted}]1[/color]/[color=#{muted}]2[/color] instrument; [color=#{muted}]Q[/color]/[color=#{muted}]W[/color] goal (Original/Arcade); [color=#{muted}]E[/color]/[color=#{muted}]R[/color]/[color=#{muted}]T[/color] difficulty; [color=#{muted}]A[/color]/[color=#{muted}]S[/color]/[color=#{muted}]D[/color] lanes; [color=#{muted}]Z[/color] advanced; [b]Enter[/b]; [b]Shift+R[/b] reset; [b]Esc[/b].
· [color=#{mint}]Modifiers[/color] — letter keys on the grid.
· [color=#{purple}]Main menu[/color] — [color=#{muted}]1[/color]–[color=#{muted}]6[/color].
· [color=#{teal}]Profile[/color] — [color=#{muted}]1[/color]–[color=#{muted}]4[/color] tabs; on Statistics [color=#{muted}]1[/color]–[color=#{muted}]3[/color] — chart metric.","[showcase keyboard_nav]

Горячие клавиши (QWERTY; цифры работают на любой раскладке):
· [color=#{sky}]Библиотека[/color] — двойной щелчок = играть.
· [color=#{primary}]Настройки генерации[/color] — [color=#{muted}]1[/color]/[color=#{muted}]2[/color] инструмент; [color=#{muted}]Q[/color]/[color=#{muted}]W[/color] цель (Оригинал/Аркада); [color=#{muted}]E[/color]/[color=#{muted}]R[/color]/[color=#{muted}]T[/color] сложность; [color=#{muted}]A[/color]/[color=#{muted}]S[/color]/[color=#{muted}]D[/color] линии; [color=#{muted}]Z[/color] расширенные; [b]Enter[/b]; [b]Shift+R[/b] сброс; [b]Esc[/b].
· [color=#{mint}]Модификаторы[/color] — буквы на сетке.
· [color=#{purple}]Главное меню[/color] — [color=#{muted}]1[/color]–[color=#{muted}]6[/color].
· [color=#{teal}]Профиль[/color] — [color=#{muted}]1[/color]–[color=#{muted}]4[/color] вкладки; на Статистике [color=#{muted}]1[/color]–[color=#{muted}]3[/color] — метрика графика."
HELP_song_preview_TITLE,Track preview in the song library,Предпросмотр трека в библиотеке
HELP_song_preview_CONTENT,"Selecting a track plays a preview in the background. In [color=#{sky}]Settings → Sound[/color] choose:\n· [color=#{primary}]15 s highlight[/color] (default) — the game finds a loud 15-second hook (full RMS scan for WAV; approximate hook for MP3) with smooth fade in/out, then loops it.\n· [color=#{teal}]Full track[/color] — plays the entire song and loops when it ends.\nAdjust [color=#{slate}]Preview volume[/color] on the same screen.","При выборе трека в фоне играет предпросмотр. В [color=#{sky}]Настройки → Звук[/color]:\n· [color=#{primary}]15 с — самый громкий фрагмент[/color] (по умолчанию) — ищется громкий отрезок 15 с (полный анализ для WAV; приблизительный «припев» для MP3), с плавным нарастанием и затуханием, затем цикл.\n· [color=#{teal}]Вся песня[/color] — проигрывание целиком с повтором.\nГромкость — слайдер [color=#{slate}]«Громкость предпросмотра»[/color] на той же вкладке."
HELP_server_windows_TITLE,Windows-native server and auto-start,Сервер на Windows и автозапуск
HELP_server_windows_CONTENT,Release builds use [color=#{muted}]RhythmFallServer.exe[/color] with Windows Python — no WSL. [color=#{teal}]Automatic[/color] mode runs a hidden worker; [color=#{primary}]Manual[/color] shows a console with Flask logs. GPU stem separation is optional (CUDA / DirectML / CPU). The server ships with the game — no separate install script is required.,Релиз использует [color=#{muted}]RhythmFallServer.exe[/color] и Windows Python — без WSL. [color=#{teal}]Авто[/color] — скрытый воркер; [color=#{primary}]Вручную[/color] — консоль с логами Flask. GPU для стемов опционален (CUDA / DirectML / CPU). Сервер идёт в комплекте с игрой — отдельный скрипт установки не нужен.
HELP_MOD_PLAIN_SLOW_75,The song plays slower — easier to read notes.,Песня играет медленнее — ноты легче читать.
HELP_MOD_PLAIN_FAST_150,"The song plays faster — harder, but more reward.","Песня быстрее — сложнее, но больше награда."
HELP_MOD_PLAIN_NO_FAIL,You can reach 0 HP and keep playing.,"HP может упасть до 0, но забег не закончится."
HELP_MOD_PLAIN_EASY_WINDOWS,Perfect and Good timing windows are wider.,Окна Perfect и Good шире обычного.
HELP_MOD_PLAIN_STRICT_TIMING,Perfect and Good windows are tighter.,Окна Perfect и Good уже обычного.
HELP_MOD_PLAIN_NO_MISS_FORGIVENESS,Tapping empty space counts as a Miss.,Нажатие в пустоту считается промахом.
HELP_MOD_PLAIN_SUDDEN_DEATH,One Miss ends the run.,Один промах — поражение.
HELP_MOD_PLAIN_FIXED_SPEED_20,Scroll speed stays fixed regardless of BPM.,"Скорость скролла фиксирована, не зависит от BPM."
HELP_MOD_PLAIN_AUTOPLAY,Notes play themselves — no rewards saved.,Ноты играют сами — награды не сохраняются.
HELP_MOD_PLAIN_HIDDEN,Notes fade out before the hit line.,Ноты исчезают до линии попадания.
HELP_MOD_PLAIN_SUDDEN,Notes appear only near the hit line.,Ноты появляются только у линии попадания.
HELP_MOD_PLAIN_HALF_HP,You start with half health.,Старт с половиной HP.
HELP_MOD_PLAIN_SINGLE_LANE,All notes use one lane only.,Все ноты идут по одной линии.
HELP_MOD_PLAIN_TIME_WARP,Scroll speed changes over time.,Скорость скролла меняется со временем.
HELP_MOD_PLAIN_PICK_MODE,Only one lane is active at a time.,Активна только одна линия за раз.
HELP_MOD_PLAIN_REVERSE_SCROLL,Notes scroll upward instead of down.,"Ноты летят вверх, а не вниз."
HELP_MOD_PLAIN_MEMORY_MODE,Notes hide after first appearance — recall from memory.,Ноты скрываются после первого появления — нужно помнить.
HELP_MOD_PLAIN_DYNAMIC_LANES,Lane count changes by track section (requires .rfd).,Число линий меняется по секциям трека (требуется .rfd).
HELP_MOD_PLAIN_ENERGY_PULSE,Speed follows section energy (requires .rfd).,Скорость следует энергии секций (требуется .rfd).
HELP_MOD_PLAIN_DENSITY_FOCUS,Dense sections hide notes more (requires .rfd).,В плотных секциях ноты сильнее скрываются (требуется .rfd).
HELP_MOD_PLAIN_PHRASE_SHIFT,Rules shift between calm and loud sections (requires .rfd).,Правила меняются между спокойными и громкими секциями (требуется .rfd).
HELP_MOD_PLAIN_GROOVE_LOCK,Groove sections get stricter timing (requires .rfd).,В groove-секциях тайминг строже (требуется .rfd).
HELP_MOD_PLAIN_ADAPTIVE,Difficulty adapts to recent accuracy (requires .rfd).,Сложность подстраивается под недавнюю точность (требуется .rfd).
HELP_MOD_PLAIN_MIRROR_MODE,Left and right lanes are swapped.,Левая и правая линии меняются местами.
HELP_MOD_PLAIN_SHUFFLE_MODE,Lane order is shuffled.,Порядок линий перемешан.
HELP_MOD_PLAIN_RANDOM_MODE,Lane order changes during the song.,Порядок линий меняется во время песни.
HELP_MOD_PLAIN_COMBO_ESCALATION,Hardening mods turn on automatically as combo grows.,Моды усложнения включаются сами по росту комбо.
HELP_MOD_PLAIN_METRONOME_ONLY,Music is muted; only the metronome plays.,Музыка выключена — слышен только метроном.
HELP_MOD_PLAIN_HEAT,Scroll gradually speeds up during the run.,Скролл постепенно ускоряется во время забега.
HELP_MOD_PLAIN_SPOTLIGHT,Only notes near the hit line are fully visible.,Полностью видны только ноты у линии попадания.
HELP_MOD_PLAIN_SILENCE,Hit sounds are muted.,Звуки попаданий отключены.
HELP_MOD_PLAIN_RUSH,Random scroll speed bursts on a fixed schedule.,Случайные всплески скорости скролла по расписанию.
HELP_MOD_PLAIN_LAST_CHANCE,At 0 HP you get one continue; then Miss = fail.,При 0 HP — один шанс продолжить; дальше промах = поражение.
HELP_MOD_PLAIN_GROOVE_ADDICTION,Groove sections speed up over time (requires .rfd).,Groove-секции со временем ускоряются (требуется .rfd).
HELP_MOD_PLAIN_ENERGY_BALANCE,"Calm sections slow down, dense ones speed up (requires .rfd).","Спокойные секции медленнее, плотные — быстрее (требуется .rfd)."
HELP_SEC_play_modes_TITLE,Play Modes,Режимы игры
HELP_play_modes_overview_TITLE,What is the Play Modes screen?,Что такое экран «Режимы игры»?
HELP_play_modes_overview_SUMMARY,"In short: library, Endless, Marathon — different ways to start a run.","Коротко: библиотека, бесконечный, марафон — разные способы запустить забег."
HELP_play_modes_overview_CONTENT,"From the [color=#{purple}]main menu[/color], [color=#{primary}]Play[/color] → [color=#{sky}]Play Modes[/color]:
· [color=#{teal}]Library[/color] — one track.
· [color=#{purple}]Endless[/color] — song chain until you fail.
· [color=#{primary}]Marathon[/color] — fixed multi-track routes.

[callout info]Main-menu music plays on this screen; it fades when you enter a specific mode.[/callout]","С [color=#{purple}]главного меню[/color] [color=#{primary}]«Играть»[/color] → [color=#{sky}]«Режимы игры»[/color]:
· [color=#{teal}]Библиотека[/color] — один трек.
· [color=#{purple}]Бесконечный[/color] — серия до поражения.
· [color=#{primary}]Марафон[/color] — фиксированные маршруты.

[callout info]Музыка меню играет на экране режимов; затухает при входе в конкретный режим.[/callout]"
HELP_endless_mode_TITLE,Endless mode,Режим «Бесконечный»
HELP_endless_mode_SUMMARY,"In short: songs until you fail; setup, cumulative score, run summary.","Коротко: песни подряд до поражения; настройка, накопление счёта, итог серии."
HELP_endless_mode_CONTENT,"[flow linear]
settings-2.svg|sky|Setup
list-checks.svg|teal|Filters
repeat.svg|mint|Tracks in a row
flag.svg|primary|Summary
[/flow]

[color=#{purple}]Endless[/color] — several songs in a row until you fail or exit.

Before start — [color=#{sky}]session setup[/color]: track source, filters, run-wide modifiers. Score, accuracy, and combo **carry over** between songs. After the series — a summary screen.

You can **repeat the last** configuration from the mode card.

[callout info]More — article ""Endless session setup"". Modifiers — [color=#{sky}]Run modifiers[/color].[/callout]

[callout warning]Runs with [color=#{slate}]autoplay[/color] earn no XP/currency. Endless does not award RR.[/callout]","[flow linear]
settings-2.svg|sky|Настройка
list-checks.svg|teal|Фильтры
repeat.svg|mint|Треки подряд
flag.svg|primary|Итог
[/flow]

[color=#{purple}]Бесконечный[/color] — несколько песен подряд до поражения или выхода.

Перед стартом — [color=#{sky}]настройка сессии[/color]: откуда брать треки, фильтры, модификаторы на весь забег. Счёт, точность и комбо **накапливаются** между песнями. После серии — сводный итог.

На карточке режима можно **повторить последнюю** конфигурацию.

[callout info]Подробнее — «Настройка сессии в „Бесконечном“». Модификаторы — [color=#{sky}]«Модификаторы забега»[/color].[/callout]

[callout warning]Забег с [color=#{slate}]автопилотом[/color] не даёт опыт и валюту. RR в «Бесконечном» не начисляется.[/callout]"
HELP_endless_session_setup_TITLE,Endless session setup,Настройка сессии в «Бесконечном»
HELP_endless_session_setup_SUMMARY,"In short: track source, filters, modifiers, and matching-chart count.","Коротко: источник треков, фильтры, модификаторы и счётчик подходящих чартов."
HELP_endless_session_setup_CONTENT,"[flow linear]
shuffle.svg|purple|Random tracks
music.svg|teal|Selected playlist
list-checks.svg|sky|Filters
zap.svg|primary|Modifiers
[/flow]

Open from the [color=#{purple}]Endless[/color] card → [color=#{primary}]Configure[/color].

**Source:** random tracks by filters or a preset playlist. Options: favorites only, each song once.

**Filters:** genres, instrument, difficulty (★), duration. Preview shows how many charts match.

**Modifiers:** none, random from pool, or fixed set for the whole run.

[callout tip]If matching charts is 0 — loosen filters or add tracks. Compare with [color=#{sky}]Marathon[/color] — fixed routes there.[/callout]","[flow linear]
shuffle.svg|purple|Случайные треки
music.svg|teal|Выбранный плейлист
list-checks.svg|sky|Фильтры
zap.svg|primary|Модификаторы
[/flow]

Экран открывается с карточки [color=#{purple}]«Бесконечный»[/color] → [color=#{primary}]«Настроить»[/color].

**Источник:** случайные треки по фильтрам или заранее выбранный плейлист. Опции: только избранное, каждая песня один раз.

**Фильтры:** жанры, инструмент, сложность (★), длительность. Справа — сколько чартов подходит.

**Модификаторы:** без модов, случайные из пула или фиксированный набор на всю серию.

[callout tip]Если подходящих чартов 0 — ослабьте фильтры или добавьте треки. Сравните с [color=#{sky}]«Марафоном»[/color] — там фиксированные маршруты.[/callout]"
HELP_marathon_mode_TITLE,Marathon mode,Режим «Марафон»
HELP_marathon_mode_SUMMARY,"In short: route catalog, rotation, daily route, run setup.","Коротко: каталог маршрутов, ротация, марафон дня, настройка забега."
HELP_marathon_mode_CONTENT,"[flow linear]
map.svg|primary|Route catalog
repeat.svg|sky|Rotating sets
calendar.svg|teal|Daily route
settings-2.svg|purple|Run setup
[/flow]

[color=#{primary}]Marathon[/color] — preset routes: fixed track count, genre, star range, and rules. Open from the mode card on [color=#{sky}]Play Modes[/color].

**Catalog:** left — routes (current set and challenges), center — run setup, right — cover, preview, rules, progress. **Next set** toggle shows upcoming routes.

**Daily route** — separate tab, one route per day.

**Not enough songs** — route unavailable (needs at least the route minimum); **Refresh pool** or add library tracks.

Rewards and stats — Profile → Records.

[callout tip]Fixed route length and rotating sets — unlike an endless chain until failure.[/callout]","[flow linear]
map.svg|primary|Каталог маршрутов
repeat.svg|sky|Ротация наборов
calendar.svg|teal|Марафон дня
settings-2.svg|purple|Настройка забега
[/flow]

[color=#{primary}]Марафон[/color] — заранее заданные маршруты: фиксированное число треков, жанр, диапазон ★ и правила. Открывается с карточки режима на экране [color=#{sky}]«Режимы игры»[/color].

**Каталог:** слева — маршруты (текущий набор и испытания), по центру — настройка забега, справа — обложка, прослушивание, правила и прогресс. Переключатель **«Следующий набор»** показывает будущие маршруты.

**Марафон дня** — отдельная вкладка, один маршрут на календарный день.

**Недостаточно песен** — маршрут недоступен (нужен минимум треков для маршрута); кнопка **«Обновить подбор»** или добавление треков в библиотеку.

Награды и статистика — в профиле → **Записи**.

[callout tip]Фиксированная длина маршрута и ротация наборов — в отличие от бесконечной серии до поражения.[/callout]"
HELP_notes_folder_rf_TITLE,Where are charts (.rf) stored?,Где хранятся чарты (.rf)?
HELP_notes_folder_rf_SUMMARY,In short: charts folder in Settings → Library; filenames use instrument_goal_difficulty.,Коротко: папка чартов в Настройки → Библиотека; имена — инструмент_цель_сложность.
HELP_notes_folder_rf_CONTENT,"Generated notes are [color=#{primary}].rf[/color] files in the folder from [color=#{sky}]Settings → Library[/color] → “Charts folder”. A [color=#{cat_ach}].rfd[/color] sidecar may sit nearby (Rhythm DNA; currently used for percussion modifiers).

**Filenames:** `{instrument}_{goal}.rf (Original) or {instrument}_{goal}_{difficulty}.rf (Arcade)`, for example:
· [color=#{muted}]drums_original.rf[/color]
· [color=#{muted}]drums_arcade_easy.rf[/color]
· [color=#{muted}]bass_original.rf[/color]

Presets add [color=#{muted}]_p01[/color]…[color=#{muted}]_p10[/color]. Names [color=#{muted}]drums_groove.rf[/color] / [color=#{muted}]drums_sparse.rf[/color] are legacy; new charts use the scheme above.

[callout info]Changing the folder in settings does not move existing charts — copy or regenerate.[/callout]","Сгенерированные ноты — файлы [color=#{primary}].rf[/color] в папке из [color=#{sky}]Настройки → Библиотека[/color] → «Папка с чартами». Рядом может быть [color=#{cat_ach}].rfd[/color] (Rhythm DNA; на данный момент используется для модификаторов перкуссии).

**Имена файлов:** `{инструмент}_{цель}.rf (Оригинал) или {инструмент}_{цель}_{сложность}.rf (Аркада)`, например:
· [color=#{muted}]drums_original.rf[/color]
· [color=#{muted}]drums_arcade_easy.rf[/color]
· [color=#{muted}]bass_original.rf[/color]

Пресеты добавляют [color=#{muted}]_p01[/color]…[color=#{muted}]_p10[/color]. Имена [color=#{muted}]drums_groove.rf[/color] / [color=#{muted}]drums_sparse.rf[/color] — legacy; новые чарты используют схему выше.

[callout info]Смена папки в настройках не переносит существующие чарты — требуется копирование или повторная генерация.[/callout]"
